gem_name,gem_type,vaal_gem,type_origin,type_target
Siege Ballista,skill,no,Superior,Anomalous
Siege Ballista,skill,no,Superior,Divergent
Siege Ballista,skill,no,Superior,Phantasmal
Siege Ballista,skill,no,Anomalous,Superior
Siege Ballista,skill,no,Anomalous,Divergent
Siege Ballista,skill,no,Anomalous,Phantasmal
Siege Ballista,skill,no,Divergent,Superior
Siege Ballista,skill,no,Divergent,Anomalous
Siege Ballista,skill,no,Divergent,Phantasmal
Siege Ballista,skill,no,Phantasmal,Superior
Siege Ballista,skill,no,Phantasmal,Anomalous
Siege Ballista,skill,no,Phantasmal,Divergent
Sigil of Power,skill,no,Superior,Anomalous
Sigil of Power,skill,no,Superior,Divergent
Sigil of Power,skill,no,Superior,Phantasmal
Sigil of Power,skill,no,Anomalous,Superior
Sigil of Power,skill,no,Anomalous,Divergent
Sigil of Power,skill,no,Anomalous,Phantasmal
Sigil of Power,skill,no,Divergent,Superior
Sigil of Power,skill,no,Divergent,Anomalous
Sigil of Power,skill,no,Divergent,Phantasmal
Sigil of Power,skill,no,Phantasmal,Superior
Sigil of Power,skill,no,Phantasmal,Anomalous
Sigil of Power,skill,no,Phantasmal,Divergent
Siphoning Trap,skill,no,Superior,Anomalous
Siphoning Trap,skill,no,Superior,Divergent
Siphoning Trap,skill,no,Superior,Phantasmal
Siphoning Trap,skill,no,Anomalous,Superior
Siphoning Trap,skill,no,Anomalous,Divergent
Siphoning Trap,skill,no,Anomalous,Phantasmal
Siphoning Trap,skill,no,Divergent,Superior
Siphoning Trap,skill,no,Divergent,Anomalous
Siphoning Trap,skill,no,Divergent,Phantasmal
Siphoning Trap,skill,no,Phantasmal,Superior
Siphoning Trap,skill,no,Phantasmal,Anomalous
Siphoning Trap,skill,no,Phantasmal,Divergent
Slower Projectiles Support,support,no,Superior,Anomalous
Slower Projectiles Support,support,no,Superior,Divergent
Slower Projectiles Support,support,no,Anomalous,Superior
Slower Projectiles Support,support,no,Anomalous,Divergent
Slower Projectiles Support,support,no,Divergent,Superior
Slower Projectiles Support,support,no,Divergent,Anomalous
Smite,skill,no,Superior,Anomalous
Smite,skill,no,Superior,Divergent
Smite,skill,no,Superior,Phantasmal
Smite,skill,no,Anomalous,Superior
Smite,skill,no,Anomalous,Divergent
Smite,skill,no,Anomalous,Phantasmal
Smite,skill,no,Divergent,Superior
Smite,skill,no,Divergent,Anomalous
Smite,skill,no,Divergent,Phantasmal
Smite,skill,no,Phantasmal,Superior
Smite,skill,no,Phantasmal,Anomalous
Smite,skill,no,Phantasmal,Divergent
Smoke Mine,skill,no,Superior,Anomalous
Smoke Mine,skill,no,Superior,Divergent
Smoke Mine,skill,no,Anomalous,Superior
Smoke Mine,skill,no,Anomalous,Divergent
Smoke Mine,skill,no,Divergent,Superior
Smoke Mine,skill,no,Divergent,Anomalous
Snipe,skill,no,Superior,Anomalous
Snipe,skill,no,Superior,Divergent
Snipe,skill,no,Anomalous,Superior
Snipe,skill,no,Anomalous,Divergent
Snipe,skill,no,Divergent,Superior
Snipe,skill,no,Divergent,Anomalous
Sniper's Mark,skill,no,Superior,Anomalous
Sniper's Mark,skill,no,Superior,Divergent
Sniper's Mark,skill,no,Anomalous,Superior
Sniper's Mark,skill,no,Anomalous,Divergent
Sniper's Mark,skill,no,Divergent,Superior
Sniper's Mark,skill,no,Divergent,Anomalous
Soul Link,skill,no,Superior,Anomalous
Soul Link,skill,no,Superior,Divergent
Soul Link,skill,no,Anomalous,Superior
Soul Link,skill,no,Anomalous,Divergent
Soul Link,skill,no,Divergent,Superior
Soul Link,skill,no,Divergent,Anomalous
Soulrend,skill,no,Superior,Anomalous
Soulrend,skill,no,Superior,Divergent
Soulrend,skill,no,Superior,Phantasmal
Soulrend,skill,no,Anomalous,Superior
Soulrend,skill,no,Anomalous,Divergent
Soulrend,skill,no,Anomalous,Phantasmal
Soulrend,skill,no,Divergent,Superior
Soulrend,skill,no,Divergent,Anomalous
Soulrend,skill,no,Divergent,Phantasmal
Soulrend,skill,no,Phantasmal,Superior
Soulrend,skill,no,Phantasmal,Anomalous
Soulrend,skill,no,Phantasmal,Divergent
Spark,skill,no,Superior,Anomalous
Spark,skill,no,Superior,Divergent
Spark,skill,no,Superior,Phantasmal
Spark,skill,no,Anomalous,Superior
Spark,skill,no,Anomalous,Divergent
Spark,skill,no,Anomalous,Phantasmal
Spark,skill,no,Divergent,Superior
Spark,skill,no,Divergent,Anomalous
Spark,skill,no,Divergent,Phantasmal
Spark,skill,no,Phantasmal,Superior
Spark,skill,no,Phantasmal,Anomalous
Spark,skill,no,Phantasmal,Divergent
Spectral Helix,skill,no,Superior,Anomalous
Spectral Helix,skill,no,Superior,Divergent
Spectral Helix,skill,no,Anomalous,Superior
Spectral Helix,skill,no,Anomalous,Divergent
Spectral Helix,skill,no,Divergent,Superior
Spectral Helix,skill,no,Divergent,Anomalous
Spectral Shield Throw,skill,no,Superior,Anomalous
Spectral Shield Throw,skill,no,Superior,Divergent
Spectral Shield Throw,skill,no,Superior,Phantasmal
Spectral Shield Throw,skill,no,Anomalous,Superior
Spectral Shield Throw,skill,no,Anomalous,Divergent
Spectral Shield Throw,skill,no,Anomalous,Phantasmal
Spectral Shield Throw,skill,no,Divergent,Superior
Spectral Shield Throw,skill,no,Divergent,Anomalous
Spectral Shield Throw,skill,no,Divergent,Phantasmal
Spectral Shield Throw,skill,no,Phantasmal,Superior
Spectral Shield Throw,skill,no,Phantasmal,Anomalous
Spectral Shield Throw,skill,no,Phantasmal,Divergent
Spectral Throw,skill,no,Superior,Anomalous
Spectral Throw,skill,no,Superior,Divergent
Spectral Throw,skill,no,Anomalous,Superior
Spectral Throw,skill,no,Anomalous,Divergent
Spectral Throw,skill,no,Divergent,Superior
Spectral Throw,skill,no,Divergent,Anomalous
Spell Cascade Support,support,no,Superior,Anomalous
Spell Cascade Support,support,no,Superior,Divergent
Spell Cascade Support,support,no,Anomalous,Superior
Spell Cascade Support,support,no,Anomalous,Divergent
Spell Cascade Support,support,no,Divergent,Superior
Spell Cascade Support,support,no,Divergent,Anomalous
Spell Echo Support,support,no,Superior,Anomalous
Spell Echo Support,support,no,Superior,Divergent
Spell Echo Support,support,no,Anomalous,Superior
Spell Echo Support,support,no,Anomalous,Divergent
Spell Echo Support,support,no,Divergent,Superior
Spell Echo Support,support,no,Divergent,Anomalous
Spell Totem Support,support,no,Superior,Anomalous
Spell Totem Support,support,no,Superior,Divergent
Spell Totem Support,support,no,Anomalous,Superior
Spell Totem Support,support,no,Anomalous,Divergent
Spell Totem Support,support,no,Divergent,Superior
Spell Totem Support,support,no,Divergent,Anomalous
Spellslinger,skill,no,Superior,Anomalous
Spellslinger,skill,no,Superior,Divergent
Spellslinger,skill,no,Anomalous,Superior
Spellslinger,skill,no,Anomalous,Divergent
Spellslinger,skill,no,Divergent,Superior
Spellslinger,skill,no,Divergent,Anomalous
Spirit Offering,skill,no,Superior,Anomalous
Spirit Offering,skill,no,Superior,Divergent
Spirit Offering,skill,no,Anomalous,Superior
Spirit Offering,skill,no,Anomalous,Divergent
Spirit Offering,skill,no,Divergent,Superior
Spirit Offering,skill,no,Divergent,Anomalous
Split Arrow,skill,no,Superior,Anomalous
Split Arrow,skill,no,Superior,Divergent
Split Arrow,skill,no,Anomalous,Superior
Split Arrow,skill,no,Anomalous,Divergent
Split Arrow,skill,no,Divergent,Superior
Split Arrow,skill,no,Divergent,Anomalous
Splitting Steel,skill,no,Superior,Anomalous
Splitting Steel,skill,no,Superior,Divergent
Splitting Steel,skill,no,Superior,Phantasmal
Splitting Steel,skill,no,Anomalous,Superior
Splitting Steel,skill,no,Anomalous,Divergent
Splitting Steel,skill,no,Anomalous,Phantasmal
Splitting Steel,skill,no,Divergent,Superior
Splitting Steel,skill,no,Divergent,Anomalous
Splitting Steel,skill,no,Divergent,Phantasmal
Splitting Steel,skill,no,Phantasmal,Superior
Splitting Steel,skill,no,Phantasmal,Anomalous
Splitting Steel,skill,no,Phantasmal,Divergent
Static Strike,skill,no,Superior,Anomalous
Static Strike,skill,no,Superior,Divergent
Static Strike,skill,no,Superior,Phantasmal
Static Strike,skill,no,Anomalous,Superior
Static Strike,skill,no,Anomalous,Divergent
Static Strike,skill,no,Anomalous,Phantasmal
Static Strike,skill,no,Divergent,Superior
Static Strike,skill,no,Divergent,Anomalous
Static Strike,skill,no,Divergent,Phantasmal
Static Strike,skill,no,Phantasmal,Superior
Static Strike,skill,no,Phantasmal,Anomalous
Static Strike,skill,no,Phantasmal,Divergent
Steelskin,skill,no,Superior,Anomalous
Steelskin,skill,no,Superior,Divergent
Steelskin,skill,no,Anomalous,Superior
Steelskin,skill,no,Anomalous,Divergent
Steelskin,skill,no,Divergent,Superior
Steelskin,skill,no,Divergent,Anomalous
Storm Brand,skill,no,Superior,Anomalous
Storm Brand,skill,no,Superior,Divergent
Storm Brand,skill,no,Superior,Phantasmal
Storm Brand,skill,no,Anomalous,Superior
Storm Brand,skill,no,Anomalous,Divergent
Storm Brand,skill,no,Anomalous,Phantasmal
Storm Brand,skill,no,Divergent,Superior
Storm Brand,skill,no,Divergent,Anomalous
Storm Brand,skill,no,Divergent,Phantasmal
Storm Brand,skill,no,Phantasmal,Superior
Storm Brand,skill,no,Phantasmal,Anomalous
Storm Brand,skill,no,Phantasmal,Divergent
Storm Burst,skill,no,Superior,Anomalous
Storm Burst,skill,no,Superior,Divergent
Storm Burst,skill,no,Anomalous,Superior
Storm Burst,skill,no,Anomalous,Divergent
Storm Burst,skill,no,Divergent,Superior
Storm Burst,skill,no,Divergent,Anomalous
Storm Call,skill,no,Superior,Anomalous
Storm Call,skill,no,Superior,Divergent
Storm Call,skill,no,Superior,Phantasmal
Storm Call,skill,no,Anomalous,Superior
Storm Call,skill,no,Anomalous,Divergent
Storm Call,skill,no,Anomalous,Phantasmal
Storm Call,skill,no,Divergent,Superior
Storm Call,skill,no,Divergent,Anomalous
Storm Call,skill,no,Divergent,Phantasmal
Storm Call,skill,no,Phantasmal,Superior
Storm Call,skill,no,Phantasmal,Anomalous
Storm Call,skill,no,Phantasmal,Divergent
Storm Rain,skill,no,Superior,Anomalous
Storm Rain,skill,no,Superior,Divergent
Storm Rain,skill,no,Anomalous,Superior
Storm Rain,skill,no,Anomalous,Divergent
Storm Rain,skill,no,Divergent,Superior
Storm Rain,skill,no,Divergent,Anomalous
Stormbind,skill,no,Superior,Anomalous
Stormbind,skill,no,Superior,Divergent
Stormbind,skill,no,Superior,Phantasmal
Stormbind,skill,no,Anomalous,Superior
Stormbind,skill,no,Anomalous,Divergent
Stormbind,skill,no,Anomalous,Phantasmal
Stormbind,skill,no,Divergent,Superior
Stormbind,skill,no,Divergent,Anomalous
Stormbind,skill,no,Divergent,Phantasmal
Stormbind,skill,no,Phantasmal,Superior
Stormbind,skill,no,Phantasmal,Anomalous
Stormbind,skill,no,Phantasmal,Divergent
Stormblast Mine,skill,no,Superior,Anomalous
Stormblast Mine,skill,no,Superior,Divergent
Stormblast Mine,skill,no,Superior,Phantasmal
Stormblast Mine,skill,no,Anomalous,Superior
Stormblast Mine,skill,no,Anomalous,Divergent
Stormblast Mine,skill,no,Anomalous,Phantasmal
Stormblast Mine,skill,no,Divergent,Superior
Stormblast Mine,skill,no,Divergent,Anomalous
Stormblast Mine,skill,no,Divergent,Phantasmal
Stormblast Mine,skill,no,Phantasmal,Superior
Stormblast Mine,skill,no,Phantasmal,Anomalous
Stormblast Mine,skill,no,Phantasmal,Divergent
Stun Support,support,no,Superior,Anomalous
Stun Support,support,no,Superior,Divergent
Stun Support,support,no,Anomalous,Superior
Stun Support,support,no,Anomalous,Divergent
Stun Support,support,no,Divergent,Superior
Stun Support,support,no,Divergent,Anomalous
Summon Carrion Golem,skill,no,Superior,Anomalous
Summon Carrion Golem,skill,no,Superior,Divergent
Summon Carrion Golem,skill,no,Anomalous,Superior
Summon Carrion Golem,skill,no,Anomalous,Divergent
Summon Carrion Golem,skill,no,Divergent,Superior
Summon Carrion Golem,skill,no,Divergent,Anomalous
Summon Chaos Golem,skill,no,Superior,Anomalous
Summon Chaos Golem,skill,no,Superior,Divergent
Summon Chaos Golem,skill,no,Anomalous,Superior
Summon Chaos Golem,skill,no,Anomalous,Divergent
Summon Chaos Golem,skill,no,Divergent,Superior
Summon Chaos Golem,skill,no,Divergent,Anomalous
Summon Flame Golem,skill,no,Superior,Anomalous
Summon Flame Golem,skill,no,Superior,Divergent
Summon Flame Golem,skill,no,Anomalous,Superior
Summon Flame Golem,skill,no,Anomalous,Divergent
Summon Flame Golem,skill,no,Divergent,Superior
Summon Flame Golem,skill,no,Divergent,Anomalous
Summon Holy Relic,skill,no,Superior,Anomalous
Summon Holy Relic,skill,no,Superior,Divergent
Summon Holy Relic,skill,no,Anomalous,Superior
Summon Holy Relic,skill,no,Anomalous,Divergent
Summon Holy Relic,skill,no,Divergent,Superior
Summon Holy Relic,skill,no,Divergent,Anomalous
Summon Ice Golem,skill,no,Superior,Anomalous
Summon Ice Golem,skill,no,Superior,Divergent
Summon Ice Golem,skill,no,Anomalous,Superior
Summon Ice Golem,skill,no,Anomalous,Divergent
Summon Ice Golem,skill,no,Divergent,Superior
Summon Ice Golem,skill,no,Divergent,Anomalous
Summon Lightning Golem,skill,no,Superior,Anomalous
Summon Lightning Golem,skill,no,Superior,Divergent
Summon Lightning Golem,skill,no,Anomalous,Superior
Summon Lightning Golem,skill,no,Anomalous,Divergent
Summon Lightning Golem,skill,no,Divergent,Superior
Summon Lightning Golem,skill,no,Divergent,Anomalous
Summon Phantasm Support,support,no,Superior,Anomalous
Summon Phantasm Support,support,no,Superior,Divergent
Summon Phantasm Support,support,no,Anomalous,Superior
Summon Phantasm Support,support,no,Anomalous,Divergent
Summon Phantasm Support,support,no,Divergent,Superior
Summon Phantasm Support,support,no,Divergent,Anomalous
Summon Raging Spirit,skill,no,Superior,Anomalous
Summon Raging Spirit,skill,no,Superior,Divergent
Summon Raging Spirit,skill,no,Superior,Phantasmal
Summon Raging Spirit,skill,no,Anomalous,Superior
Summon Raging Spirit,skill,no,Anomalous,Divergent
Summon Raging Spirit,skill,no,Anomalous,Phantasmal
Summon Raging Spirit,skill,no,Divergent,Superior
Summon Raging Spirit,skill,no,Divergent,Anomalous
Summon Raging Spirit,skill,no,Divergent,Phantasmal
Summon Raging Spirit,skill,no,Phantasmal,Superior
Summon Raging Spirit,skill,no,Phantasmal,Anomalous
Summon Raging Spirit,skill,no,Phantasmal,Divergent
Summon Reaper,skill,no,Superior,Anomalous
Summon Reaper,skill,no,Superior,Divergent
Summon Reaper,skill,no,Anomalous,Superior
Summon Reaper,skill,no,Anomalous,Divergent
Summon Reaper,skill,no,Divergent,Superior
Summon Reaper,skill,no,Divergent,Anomalous
Summon Skeletons,skill,no,Superior,Anomalous
Summon Skeletons,skill,no,Superior,Divergent
Summon Skeletons,skill,no,Superior,Phantasmal
Summon Skeletons,skill,no,Anomalous,Superior
Summon Skeletons,skill,no,Anomalous,Divergent
Summon Skeletons,skill,no,Anomalous,Phantasmal
Summon Skeletons,skill,no,Divergent,Superior
Summon Skeletons,skill,no,Divergent,Anomalous
Summon Skeletons,skill,no,Divergent,Phantasmal
Summon Skeletons,skill,no,Phantasmal,Superior
Summon Skeletons,skill,no,Phantasmal,Anomalous
Summon Skeletons,skill,no,Phantasmal,Divergent
Summon Skitterbots,skill,no,Superior,Anomalous
Summon Skitterbots,skill,no,Superior,Divergent
Summon Skitterbots,skill,no,Anomalous,Superior
Summon Skitterbots,skill,no,Anomalous,Divergent
Summon Skitterbots,skill,no,Divergent,Superior
Summon Skitterbots,skill,no,Divergent,Anomalous
Summon Stone Golem,skill,no,Superior,Anomalous
Summon Stone Golem,skill,no,Superior,Divergent
Summon Stone Golem,skill,no,Anomalous,Superior
Summon Stone Golem,skill,no,Anomalous,Divergent
Summon Stone Golem,skill,no,Divergent,Superior
Summon Stone Golem,skill,no,Divergent,Anomalous
Sunder,skill,no,Superior,Anomalous
Sunder,skill,no,Superior,Divergent
Sunder,skill,no,Superior,Phantasmal
Sunder,skill,no,Anomalous,Superior
Sunder,skill,no,Anomalous,Divergent
Sunder,skill,no,Anomalous,Phantasmal
Sunder,skill,no,Divergent,Superior
Sunder,skill,no,Divergent,Anomalous
Sunder,skill,no,Divergent,Phantasmal
Sunder,skill,no,Phantasmal,Superior
Sunder,skill,no,Phantasmal,Anomalous
Sunder,skill,no,Phantasmal,Divergent
Sweep,skill,no,Superior,Anomalous
Sweep,skill,no,Superior,Divergent
Sweep,skill,no,Superior,Phantasmal
Sweep,skill,no,Anomalous,Superior
Sweep,skill,no,Anomalous,Divergent
Sweep,skill,no,Anomalous,Phantasmal
Sweep,skill,no,Divergent,Superior
Sweep,skill,no,Divergent,Anomalous
Sweep,skill,no,Divergent,Phantasmal
Sweep,skill,no,Phantasmal,Superior
Sweep,skill,no,Phantasmal,Anomalous
Sweep,skill,no,Phantasmal,Divergent
Swift Affliction Support,support,no,Superior,Anomalous
Swift Affliction Support,support,no,Superior,Divergent
Swift Affliction Support,support,no,Anomalous,Superior
Swift Affliction Support,support,no,Anomalous,Divergent
Swift Affliction Support,support,no,Divergent,Superior
Swift Affliction Support,support,no,Divergent,Anomalous
Swift Assembly Support,support,no,Superior,Anomalous
Swift Assembly Support,support,no,Superior,Divergent
Swift Assembly Support,support,no,Anomalous,Superior
Swift Assembly Support,support,no,Anomalous,Divergent
Swift Assembly Support,support,no,Divergent,Superior
Swift Assembly Support,support,no,Divergent,Anomalous
Swiftbrand Support,support,no,Superior,Anomalous
Swiftbrand Support,support,no,Superior,Divergent
Swiftbrand Support,support,no,Anomalous,Superior
Swiftbrand Support,support,no,Anomalous,Divergent
Swiftbrand Support,support,no,Divergent,Superior
Swiftbrand Support,support,no,Divergent,Anomalous
Tectonic Slam,skill,no,Superior,Anomalous
Tectonic Slam,skill,no,Superior,Divergent
Tectonic Slam,skill,no,Superior,Phantasmal
Tectonic Slam,skill,no,Anomalous,Superior
Tectonic Slam,skill,no,Anomalous,Divergent
Tectonic Slam,skill,no,Anomalous,Phantasmal
Tectonic Slam,skill,no,Divergent,Superior
Tectonic Slam,skill,no,Divergent,Anomalous
Tectonic Slam,skill,no,Divergent,Phantasmal
Tectonic Slam,skill,no,Phantasmal,Superior
Tectonic Slam,skill,no,Phantasmal,Anomalous
Tectonic Slam,skill,no,Phantasmal,Divergent
Tempest Shield,skill,no,Superior,Anomalous
Tempest Shield,skill,no,Superior,Divergent
Tempest Shield,skill,no,Anomalous,Superior
Tempest Shield,skill,no,Anomalous,Divergent
Tempest Shield,skill,no,Divergent,Superior
Tempest Shield,skill,no,Divergent,Anomalous
Temporal Chains,skill,no,Superior,Anomalous
Temporal Chains,skill,no,Superior,Divergent
Temporal Chains,skill,no,Anomalous,Superior
Temporal Chains,skill,no,Anomalous,Divergent
Temporal Chains,skill,no,Divergent,Superior
Temporal Chains,skill,no,Divergent,Anomalous
Temporal Rift,skill,no,Superior,Anomalous
Temporal Rift,skill,no,Superior,Divergent
Temporal Rift,skill,no,Anomalous,Superior
Temporal Rift,skill,no,Anomalous,Divergent
Temporal Rift,skill,no,Divergent,Superior
Temporal Rift,skill,no,Divergent,Anomalous
Tornado,skill,no,Superior,Anomalous
Tornado,skill,no,Superior,Divergent
Tornado,skill,no,Anomalous,Superior
Tornado,skill,no,Anomalous,Divergent
Tornado,skill,no,Divergent,Superior
Tornado,skill,no,Divergent,Anomalous
Tornado Shot,skill,no,Superior,Anomalous
Tornado Shot,skill,no,Superior,Divergent
Tornado Shot,skill,no,Anomalous,Superior
Tornado Shot,skill,no,Anomalous,Divergent
Tornado Shot,skill,no,Divergent,Superior
Tornado Shot,skill,no,Divergent,Anomalous
Toxic Rain,skill,no,Superior,Anomalous
Toxic Rain,skill,no,Superior,Divergent
Toxic Rain,skill,no,Superior,Phantasmal
Toxic Rain,skill,no,Anomalous,Superior
Toxic Rain,skill,no,Anomalous,Divergent
Toxic Rain,skill,no,Anomalous,Phantasmal
Toxic Rain,skill,no,Divergent,Superior
Toxic Rain,skill,no,Divergent,Anomalous
Toxic Rain,skill,no,Divergent,Phantasmal
Toxic Rain,skill,no,Phantasmal,Superior
Toxic Rain,skill,no,Phantasmal,Anomalous
Toxic Rain,skill,no,Phantasmal,Divergent
Trap Support,support,no,Superior,Anomalous
Trap Support,support,no,Superior,Divergent
Trap Support,support,no,Anomalous,Superior
Trap Support,support,no,Anomalous,Divergent
Trap Support,support,no,Divergent,Superior
Trap Support,support,no,Divergent,Anomalous
Trap and Mine Damage Support,support,no,Superior,Anomalous
Trap and Mine Damage Support,support,no,Superior,Divergent
Trap and Mine Damage Support,support,no,Anomalous,Superior
Trap and Mine Damage Support,support,no,Anomalous,Divergent
Trap and Mine Damage Support,support,no,Divergent,Superior
Trap and Mine Damage Support,support,no,Divergent,Anomalous
Trinity Support,support,no,Superior,Anomalous
Trinity Support,support,no,Superior,Divergent
Trinity Support,support,no,Anomalous,Superior
Trinity Support,support,no,Anomalous,Divergent
Trinity Support,support,no,Divergent,Superior
Trinity Support,support,no,Divergent,Anomalous
Unbound Ailments Support,support,no,Superior,Anomalous
Unbound Ailments Support,support,no,Superior,Divergent
Unbound Ailments Support,support,no,Anomalous,Superior
Unbound Ailments Support,support,no,Anomalous,Divergent
Unbound Ailments Support,support,no,Divergent,Superior
Unbound Ailments Support,support,no,Divergent,Anomalous
Unearth,skill,no,Superior,Anomalous
Unearth,skill,no,Superior,Divergent
Unearth,skill,no,Superior,Phantasmal
Unearth,skill,no,Anomalous,Superior
Unearth,skill,no,Anomalous,Divergent
Unearth,skill,no,Anomalous,Phantasmal
Unearth,skill,no,Divergent,Superior
Unearth,skill,no,Divergent,Anomalous
Unearth,skill,no,Divergent,Phantasmal
Unearth,skill,no,Phantasmal,Superior
Unearth,skill,no,Phantasmal,Anomalous
Unearth,skill,no,Phantasmal,Divergent
Unleash Support,support,no,Superior,Anomalous
Unleash Support,support,no,Superior,Divergent
Unleash Support,support,no,Anomalous,Superior
Unleash Support,support,no,Anomalous,Divergent
Unleash Support,support,no,Divergent,Superior
Unleash Support,support,no,Divergent,Anomalous
Urgent Orders Support,support,no,Superior,Anomalous
Urgent Orders Support,support,no,Superior,Divergent
Urgent Orders Support,support,no,Anomalous,Superior
Urgent Orders Support,support,no,Anomalous,Divergent
Urgent Orders Support,support,no,Divergent,Superior
Urgent Orders Support,support,no,Divergent,Anomalous
Vaal Absolution,skill,yes,Superior,Anomalous
Vaal Absolution,skill,yes,Superior,Divergent
Vaal Absolution,skill,yes,Anomalous,Superior
Vaal Absolution,skill,yes,Anomalous,Divergent
Vaal Absolution,skill,yes,Divergent,Superior
Vaal Absolution,skill,yes,Divergent,Anomalous
Vaal Ancestral Warchief,skill,yes,Superior,Anomalous
Vaal Ancestral Warchief,skill,yes,Superior,Divergent
Vaal Ancestral Warchief,skill,yes,Superior,Phantasmal
Vaal Ancestral Warchief,skill,yes,Anomalous,Superior
Vaal Ancestral Warchief,skill,yes,Anomalous,Divergent
Vaal Ancestral Warchief,skill,yes,Anomalous,Phantasmal
Vaal Ancestral Warchief,skill,yes,Divergent,Superior
Vaal Ancestral Warchief,skill,yes,Divergent,Anomalous
Vaal Ancestral Warchief,skill,yes,Divergent,Phantasmal
Vaal Ancestral Warchief,skill,yes,Phantasmal,Superior
Vaal Ancestral Warchief,skill,yes,Phantasmal,Anomalous
Vaal Ancestral Warchief,skill,yes,Phantasmal,Divergent
Vaal Animate Weapon,skill,yes,Superior,Anomalous
Vaal Animate Weapon,skill,yes,Superior,Divergent
Vaal Animate Weapon,skill,yes,Superior,Phantasmal
Vaal Animate Weapon,skill,yes,Anomalous,Superior
Vaal Animate Weapon,skill,yes,Anomalous,Divergent
Vaal Animate Weapon,skill,yes,Anomalous,Phantasmal
Vaal Animate Weapon,skill,yes,Divergent,Superior
Vaal Animate Weapon,skill,yes,Divergent,Anomalous
Vaal Animate Weapon,skill,yes,Divergent,Phantasmal
Vaal Animate Weapon,skill,yes,Phantasmal,Superior
Vaal Animate Weapon,skill,yes,Phantasmal,Anomalous
Vaal Animate Weapon,skill,yes,Phantasmal,Divergent
Vaal Arc,skill,yes,Superior,Anomalous
Vaal Arc,skill,yes,Superior,Divergent
Vaal Arc,skill,yes,Superior,Phantasmal
Vaal Arc,skill,yes,Anomalous,Superior
Vaal Arc,skill,yes,Anomalous,Divergent
Vaal Arc,skill,yes,Anomalous,Phantasmal
Vaal Arc,skill,yes,Divergent,Superior
Vaal Arc,skill,yes,Divergent,Anomalous
Vaal Arc,skill,yes,Divergent,Phantasmal
Vaal Arc,skill,yes,Phantasmal,Superior
Vaal Arc,skill,yes,Phantasmal,Anomalous
Vaal Arc,skill,yes,Phantasmal,Divergent
Vaal Arctic Armour,skill,yes,Superior,Anomalous
Vaal Arctic Armour,skill,yes,Superior,Divergent
Vaal Arctic Armour,skill,yes,Anomalous,Superior
Vaal Arctic Armour,skill,yes,Anomalous,Divergent
Vaal Arctic Armour,skill,yes,Divergent,Superior
Vaal Arctic Armour,skill,yes,Divergent,Anomalous
Vaal Blade Flurry,skill,yes,Superior,Anomalous
Vaal Blade Flurry,skill,yes,Superior,Divergent
Vaal Blade Flurry,skill,yes,Anomalous,Superior
Vaal Blade Flurry,skill,yes,Anomalous,Divergent
Vaal Blade Flurry,skill,yes,Divergent,Superior
Vaal Blade Flurry,skill,yes,Divergent,Anomalous
Vaal Blade Vortex,skill,yes,Superior,Anomalous
Vaal Blade Vortex,skill,yes,Superior,Divergent
Vaal Blade Vortex,skill,yes,Superior,Phantasmal
Vaal Blade Vortex,skill,yes,Anomalous,Superior
Vaal Blade Vortex,skill,yes,Anomalous,Divergent
Vaal Blade Vortex,skill,yes,Anomalous,Phantasmal
Vaal Blade Vortex,skill,yes,Divergent,Superior
Vaal Blade Vortex,skill,yes,Divergent,Anomalous
Vaal Blade Vortex,skill,yes,Divergent,Phantasmal
Vaal Blade Vortex,skill,yes,Phantasmal,Superior
Vaal Blade Vortex,skill,yes,Phantasmal,Anomalous
Vaal Blade Vortex,skill,yes,Phantasmal,Divergent
Vaal Blight,skill,yes,Superior,Anomalous
Vaal Blight,skill,yes,Superior,Divergent
Vaal Blight,skill,yes,Anomalous,Superior
Vaal Blight,skill,yes,Anomalous,Divergent
Vaal Blight,skill,yes,Divergent,Superior
Vaal Blight,skill,yes,Divergent,Anomalous
Vaal Burning Arrow,skill,yes,Superior,Anomalous
Vaal Burning Arrow,skill,yes,Superior,Divergent
Vaal Burning Arrow,skill,yes,Anomalous,Superior
Vaal Burning Arrow,skill,yes,Anomalous,Divergent
Vaal Burning Arrow,skill,yes,Divergent,Superior
Vaal Burning Arrow,skill,yes,Divergent,Anomalous
Vaal Caustic Arrow,skill,yes,Superior,Anomalous
Vaal Caustic Arrow,skill,yes,Superior,Divergent
Vaal Caustic Arrow,skill,yes,Anomalous,Superior
Vaal Caustic Arrow,skill,yes,Anomalous,Divergent
Vaal Caustic Arrow,skill,yes,Divergent,Superior
Vaal Caustic Arrow,skill,yes,Divergent,Anomalous
Vaal Clarity,skill,yes,Superior,Anomalous
Vaal Clarity,skill,yes,Superior,Divergent
Vaal Clarity,skill,yes,Anomalous,Superior
Vaal Clarity,skill,yes,Anomalous,Divergent
Vaal Clarity,skill,yes,Divergent,Superior
Vaal Clarity,skill,yes,Divergent,Anomalous
Vaal Cleave,skill,yes,Superior,Anomalous
Vaal Cleave,skill,yes,Superior,Divergent
Vaal Cleave,skill,yes,Superior,Phantasmal
Vaal Cleave,skill,yes,Anomalous,Superior
Vaal Cleave,skill,yes,Anomalous,Divergent
Vaal Cleave,skill,yes,Anomalous,Phantasmal
Vaal Cleave,skill,yes,Divergent,Superior
